"City","city_ascii","id","State","county_fips","County","Lat","Long","population","population_proper","density","source","incorporated","timezone","Zipcode","nid"
"Ovalo","Ovalo","TX","Texas","48441","Taylor","32.1729","-99.8079","","","57.7","point","False","America/Chicago","79541","1840036303"
"Edith","Edith","TX","Texas","48081","Coke","31.9035","-100.6107","","","7.3","point","False","America/Chicago","76945","1840036688"
"La Vernia","La Vernia","TX","Texas","48493","Wilson","29.3542","-98.1220","1401","1401","226","polygon","True","America/Chicago","78121","1840020982"
"Haslet","Haslet","TX","Texas","48439","Tarrant","32.9609","-97.3376","1844","1844","84","polygon","True","America/Chicago","76052 76177","1840020699"
"South Bend","South Bend","TX","Texas","48503","Young","33.0046","-98.6684","","","15.6","point","False","America/Chicago","76481","1840022108"
"Satin","Satin","TX","Texas","48145","Falls","31.3466","-97.0317","","","39.9","point","False","America/Chicago","76685","1840036569"
"Doyle","Doyle","TX","Texas","48409","San Patricio","27.8875","-97.3444","","","158.9","point","False","America/Chicago","78374","1840019706"
"Royalty","Royalty","TX","Texas","48475","Ward","31.3724","-102.8671","","","4.9","point","False","America/Chicago","79742","1840022998"
"Tokio","Tokio","TX","Texas","48445","Terry","33.1815","-102.2752","","","425.4","point","False","America/Chicago","79316","1840036947"
"Indian Lake","Indian Lake","TX","Texas","48061","Cameron","26.0875","-97.5032","828","828","1671","polygon","True","America/Chicago","78566","1840022263"
"Ogg","Ogg","TX","Texas","48381","Randall","34.8353","-101.8902","","","0.6","point","False","America/Chicago","79042","1840033509"
"Cantu Addition","Cantu Addition","TX","Texas","48047","Brooks","27.2020","-98.1555","","","180.2","polygon","False","America/Chicago","78355","1840037035"
"Ezzell","Ezzell","TX","Texas","48285","Lavaca","29.2825","-96.9008","","","1.4","point","False","America/Chicago","77964","1840036846"
"Tilden","Tilden","TX","Texas","48311","McMullen","28.4598","-98.5488","","","182.5","polygon","False","America/Chicago","78072","1840022201"
"Vanderpool","Vanderpool","TX","Texas","48019","Bandera","29.7452","-99.5551","","","8.0","point","False","America/Chicago","78885","1840023222"
"Chispa","Chispa","TX","Texas","48243","Jeff Davis","30.7446","-104.6974","","","0.2","point","False","America/Chicago","79854","1840032811"
"Raisin","Raisin","TX","Texas","48469","Victoria","28.7422","-97.1197","","","54.8","point","False","America/Chicago","77905","1840036926"
"Trophy Club","Trophy Club","TX","Texas","48121","Denton","33.0039","-97.1897","12340","12340","1207","polygon","True","America/Chicago","76262","1840022993"
"Muenster","Muenster","TX","Texas","48097","Cooke","33.6586","-97.3874","1601","1601","233","polygon","True","America/Chicago","76252","1840020574"
"Taylor","Taylor","TX","Texas","48491","Williamson","30.5743","-97.4234","16138.0","16982","356","polygon","True","America/Chicago","76574","1840022165"
"Ropesville","Ropesville","TX","Texas","48219","Hockley","33.4132","-102.1551","428","428","455","polygon","True","America/Chicago","79358","1840020607"
"Westbrook","Westbrook","TX","Texas","48335","Mitchell","32.3570","-101.0132","249","249","227","polygon","True","America/Chicago","79565","1840022087"
"Pueblo Nuevo Colonia","Pueblo Nuevo Colonia","TX","Texas","48479","Webb","27.4939","-99.3099","","","320.0","polygon","False","America/Chicago","78043","1840037113"
"Blackwell","Blackwell","TX","Texas","48353","Nolan","32.0851","-100.3194","311","311","203","polygon","True","America/Chicago","79506","1840019473"
"Karnes City","Karnes City","TX","Texas","48255","Karnes","28.8858","-97.9002","3270.0","3299","563","polygon","True","America/Chicago","78118","1840019683"
"Fredonia","Fredonia","TX","Texas","48319","Mason","30.9321","-99.1134","","","63.9","point","False","America/Chicago","76842","1840036447"
"Colonia Iglesia Antigua","Colonia Iglesia Antigua","TX","Texas","48061","Cameron","26.0749","-97.8342","","","181.7","polygon","False","America/Chicago","78559 78592","1840037107"
"Crosbyton","Crosbyton","TX","Texas","48107","Crosby","33.6413","-101.2377","1657","1657","303","polygon","True","America/Chicago","79322","1840019336"
"Lassater","Lassater","TX","Texas","48315","Marion","32.8340","-94.5027","","","8.7","point","False","America/Chicago","75630","1840036720"
"El Toro","El Toro","TX","Texas","48239","Jackson","28.9480","-96.7053","","","4.8","point","False","America/Chicago","77957","1840036843"
"O'Brien","O'Brien","TX","Texas","48207","Haskell","33.3802","-99.8438","105","105","80","polygon","True","America/Chicago","79539","1840020672"
"Fort Gates","Fort Gates","TX","Texas","48099","Coryell","31.3996","-97.7078","","","215.8","point","False","America/Chicago","76528","1840037006"
"Spade","Spade","TX","Texas","48279","Lamb","33.9260","-102.1542","","","17.0","polygon","False","America/Chicago","79369","1840019273"
"Eskota","Eskota","TX","Texas","48151","Fisher","32.5248","-100.2470","","","0.2","point","False","America/Chicago","79561","1840032656"
"Bovina","Bovina","TX","Texas","48369","Parmer","34.5157","-102.8846","1807","1807","592","polygon","True","America/Chicago","79009","1840019251"
"Cornudas","Cornudas","TX","Texas","48229","Hudspeth","31.7798","-105.4711","","","0.2","point","False","America/Denver","79847","1840032849"
"Ovilla","Ovilla","TX","Texas","48139","Ellis","32.5351","-96.8896","4114","4114","274","polygon","True","America/Chicago","75154","1840020759"
"Roma","Roma","TX","Texas","48427","Starr","26.4160","-99.0056","11425","11425","825","polygon","True","America/Chicago","78584","1840021017"
"Waskom","Waskom","TX","Texas","48203","Harrison","32.4766","-94.0646","2184","2184","314","polygon","True","America/Chicago","75692","1840022073"
"Van Horn","Van Horn","TX","Texas","48109","Culberson","31.0407","-104.8340","1919","1919","261","polygon","True","America/Chicago","79855","1840023110"
"The Colony","The Colony","TX","Texas","48121","Denton","33.0926","-96.8976","42721","42721","1175","polygon","True","America/Chicago","75034 75056","1840022005"
"Howardwick","Howardwick","TX","Texas","48129","Donley","35.0351","-100.9084","379","379","78","polygon","True","America/Chicago","79226","1840020464"
"Runge","Runge","TX","Texas","48255","Karnes","28.8859","-97.7134","1092","1092","358","polygon","True","America/Chicago","78151","1840022244"
"Lord","Lord","TX","Texas","48357","Ochiltree","36.3617","-100.8888","","","0.5","point","False","America/Chicago","79070","1840032624"
"Damon","Damon","TX","Texas","48039","Brazoria","29.2832","-95.7408","","","350.9","polygon","False","America/Chicago","77430","1840019668"
"Los Barreras","Los Barreras","TX","Texas","48427","Starr","26.3911","-98.9184","","","256.7","polygon","False","America/Chicago","78582","1840025177"
"Richland Springs","Richland Springs","TX","Texas","48411","San Saba","31.2716","-98.9486","310","310","119","polygon","True","America/Chicago","76871","1840022152"
"Boquillas Crossing","Boquillas Crossing","TX","Texas","48043","Brewster","29.1888","-102.9454","","","1.3","point","False","America/Chicago","76528","1840023286"
"El Sauz","El Sauz","TX","Texas","48427","Starr","26.5739","-98.8717","","","2.5","point","False","America/Chicago","78582","1840036226"
"Underwood","Underwood","TX","Texas","48189","Hale","33.9859","-101.8435","","","1.3","point","False","America/Chicago","79041","1840036952"
"Tolar","Tolar","TX","Texas","48221","Hood","32.3894","-97.9190","911","911","376","polygon","True","America/Chicago","76476","1840022081"
"Carrollton","Carrollton","TX","Texas","48113","Dallas","32.9886","-96.9000","135710","135710","1441","polygon","True","America/Chicago","75007 75006 75010 75011","1840019436"
"Gail","Gail","TX","Texas","48033","Borden","32.7670","-101.4465","","","123.0","polygon","False","America/Chicago","79738","1840025098"
"Muldoon","Muldoon","TX","Texas","48149","Fayette","29.8158","-97.0711","","","20.3","point","False","America/Chicago","78949","1840036296"
"Smithville","Smithville","TX","Texas","48021","Bastrop","30.0069","-97.1507","4181.0","4256","447","polygon","True","America/Chicago","78957","1840022186"
"Chula Vista Colonia","Chula Vista Colonia","TX","Texas","48061","Cameron","26.0739","-97.4397","","","265.2","polygon","False","America/Chicago","78566","1840037106"
"Lamkin","Lamkin","TX","Texas","48093","Comanche","31.8232","-98.2642","","","1.9","point","False","America/Chicago","76455","1840036719"
"Valera","Valera","TX","Texas","48083","Coleman","31.7529","-99.5473","","","62.2","point","False","America/Chicago","76884","1840036348"
"Sonterra","Sonterra","TX","Texas","48491","Williamson","30.8081","-97.5953","","","1118.5","polygon","False","America/Chicago","76537","1840033584"
"Natalia","Natalia","TX","Texas","48325","Medina","29.1877","-98.8524","1548","1548","429","polygon","True","America/Chicago","78059","1840020964"
"Hilshire Village","Hilshire Village","TX","Texas","48201","Harris","29.7908","-95.4885","815","815","1177","polygon","True","America/Chicago","77055","1840020924"
"Lamesa","Lamesa","TX","Texas","48115","Dawson","32.7333","-101.9542","11320.0","9211","696","polygon","True","America/Chicago","79331","1840020725"
"Ramirez","Ramirez","TX","Texas","48131","Duval","27.3456","-98.4097","","","3.7","point","False","America/Chicago","78376","1840036317"
"Briarcliff","Briarcliff","TX","Texas","48453","Travis","30.4088","-98.0451","1718","1718","391","polygon","True","America/Chicago","78669","1840023143"
"Lawson","Lawson","TX","Texas","48113","Dallas","32.7024","-96.5650","","","128.4","point","False","America/Chicago","75181","1840036721"
"Stowell","Stowell","TX","Texas","48071","Chambers","29.7814","-94.3794","","","244.3","polygon","False","America/Chicago","77665 77661","1840019635"
"Yoakum","Yoakum","TX","Texas","48123","DeWitt","29.2933","-97.1469","5763.0","5960","502","polygon","True","America/Chicago","77995","1840022242"
"La Grulla","La Grulla","TX","Texas","48427","Starr","26.2720","-98.6483","1700","1700","700","polygon","True","America/Chicago","78582 78548","1840021018"
"View","View","TX","Texas","48441","Taylor","32.3429","-99.8848","","","31.6","point","False","America/Chicago","79606","1840036349"
"Jonestown","Jonestown","TX","Texas","48453","Travis","30.4754","-97.9295","2071","2071","127","polygon","True","America/Chicago","78641 78645","1840019591"
"Bomarton","Bomarton","TX","Texas","48023","Baylor","33.5076","-99.4262","","","6.8","point","False","America/Chicago","76380","1840036806"
"Slocum","Slocum","TX","Texas","48001","Anderson","31.6313","-95.4622","","","13.1","point","False","America/Chicago","75839","1840036578"
"Romney","Romney","TX","Texas","48133","Eastland","32.2415","-98.9578","","","1.7","point","False","America/Chicago","76471","1840036753"
"Bullard","Bullard","TX","Texas","48423","Smith","32.1451","-95.3196","3287","3287","379","polygon","True","America/Chicago","75757","1840022074"
"Nursery","Nursery","TX","Texas","48469","Victoria","28.9236","-97.0986","","","33.1","point","False","America/Chicago","77976","1840036531"
"Follett","Follett","TX","Texas","48295","Lipscomb","36.4340","-100.1408","466","466","185","polygon","True","America/Chicago","79034","1840020380"
"Webberville","Webberville","TX","Texas","48453","Travis","30.2259","-97.4994","448","448","82","polygon","True","America/Chicago","78621 78653","1840023148"
"Morton","Morton","TX","Texas","48079","Cochran","33.7248","-102.7593","1811","1811","464","polygon","True","America/Chicago","79346","1840020605"
"McKinney","McKinney","TX","Texas","48085","Collin","33.2016","-96.6669","235134.0","181330","1046","polygon","True","America/Chicago","75069 75070 75071 75072","1840020657"
"Schulenburg","Schulenburg","TX","Texas","48149","Fayette","29.6818","-96.9072","2779.0","2907","444","polygon","True","America/Chicago","78956","1840022206"
"McCamey","McCamey","TX","Texas","48461","Upton","31.1325","-102.2200","2063","2063","393","polygon","True","America/Chicago","79752","1840020829"
"Bowie","Bowie","TX","Texas","48337","Montague","33.5566","-97.8439","5011.0","5085","355","polygon","True","America/Chicago","76230","1840019314"
"Cee Vee","Cee Vee","TX","Texas","48101","Cottle","34.2231","-100.4457","","","1.4","point","False","America/Chicago","79248","1840036396"
"Finney","Finney","TX","Texas","48189","Hale","34.2776","-101.7163","","","2.7","point","False","America/Chicago","79072","1840036851"
"Pipe Creek","Pipe Creek","TX","Texas","48019","Bandera","29.7236","-98.9359","","","96.7","point","False","America/Chicago","78063","1840036310"
"Round Mountain","Round Mountain","TX","Texas","48031","Blanco","30.4300","-98.3608","176","176","29","polygon","True","America/Chicago","78663","1840022184"
"Covington","Covington","TX","Texas","48217","Hill","32.1781","-97.2605","272","272","127","polygon","True","America/Chicago","76636","1840019509"
"Eli","Eli","TX","Texas","48191","Hall","34.6937","-100.6287","","","0.0","point","False","America/Chicago","79239","1840033031"
"Red Springs","Red Springs","TX","Texas","48023","Baylor","33.6129","-99.4120","","","3.1","point","False","America/Chicago","76380","1840036558"
"Laketon","Laketon","TX","Texas","48179","Gray","35.5437","-100.6329","","","4.5","point","False","America/Chicago","79065","1840036887"
"Garwood","Garwood","TX","Texas","48089","Colorado","29.4497","-96.3969","","","256.3","point","False","America/Chicago","77442","1840036233"
"Castolon","Castolon","TX","Texas","48043","Brewster","29.1333","-103.5143","","","0.0","point","False","America/Chicago","79834","1840032797"
"Indian Springs","Indian Springs","TX","Texas","48373","Polk","30.6879","-94.7449","","","135.8","polygon","False","America/Chicago","77351","1840025986"
"Kirby","Kirby","TX","Texas","48029","Bexar","29.4611","-98.3860","8705","8705","1782","polygon","True","America/Chicago","78219","1840020962"
"Crystal City","Crystal City","TX","Texas","48507","Zavala","28.6909","-99.8257","7363.0","7264","769","polygon","True","America/Chicago","78839","1840019688"
"Forney","Forney","TX","Texas","48257","Kaufman","32.7447","-96.4519","37521.0","20336","549","polygon","True","America/Chicago","75126","1840020734"
"Anson","Anson","TX","Texas","48253","Jones","32.7550","-99.8962","2310","2310","323","polygon","True","America/Chicago","79501","1840019446"
"New Summerfield","New Summerfield","TX","Texas","48073","Cherokee","31.9807","-95.1150","1148","1148","94","polygon","True","America/Chicago","75766 75780 75789","1840020791"
